  -5.0000000e+00  -2.0873760e+02   1.5000000e+01
  -4.4736842e+00  -1.4467894e+02   1.5000000e+01
  -3.9473684e+00  -1.3940365e+02   1.5000000e+01
  -3.4210526e+00  -5.7185115e+01   1.5000000e+01
  -2.8947368e+00  -3.5666631e+01   1.5000000e+01
  -2.3684211e+00  -1.2866472e+01   1.5000000e+01
  -1.8421053e+00  -3.0263348e+01   1.5000000e+01
  -1.3157895e+00  -8.5420136e+00   1.5000000e+01
  -7.8947368e-01  -2.7670342e+00   1.5000000e+01
  -2.6315789e-01  -2.9941909e+01   1.5000000e+01
   2.6315789e-01  -3.1697965e+01   1.5000000e+01
   7.8947368e-01  -1.7651479e+01   1.5000000e+01
   1.3157895e+00   9.4080045e+00   1.5000000e+01
   1.8421053e+00   1.8590083e+01   1.5000000e+01
   2.3684211e+00  -1.2146303e+01   1.5000000e+01
   2.8947368e+00  -3.9144675e+01   1.5000000e+01
   3.4210526e+00  -5.1874032e+00   1.5000000e+01
   3.9473684e+00   4.8372054e+00   1.5000000e+01
   4.4736842e+00   1.0594717e+01   1.5000000e+01
   5.0000000e+00   3.3646748e+01   1.5000000e+01

