  -4.9972414e+00  -2.6034903e+00
  -4.9821578e+00   2.6010713e+00
  -4.9254389e+00  -2.5685361e+00
  -4.9080640e+00   2.6761109e+00
  -4.6926524e+00  -2.4844308e+00
  -4.6122150e+00   2.5470385e+00
  -4.3959134e+00   2.3545024e+00
  -4.3175569e+00  -2.3423427e+00
  -4.2183581e+00   2.3024811e+00
  -4.0962892e+00  -2.3149840e+00
  -3.9928968e+00   2.2950204e+00
  -3.9357083e+00  -2.2199676e+00
  -3.7404554e+00  -2.1349578e+00
  -3.7045688e+00   2.1133660e+00
  -3.4394723e+00   1.8977406e+00
  -3.3831917e+00  -1.9981631e+00
  -3.3817479e+00  -2.0112434e+00
  -3.3307209e+00   1.8849704e+00
  -3.0167745e+00   1.7404799e+00
  -2.9740280e+00  -1.8803706e+00
  -2.7186175e+00  -1.6800500e+00
  -2.7004550e+00   1.5602097e+00
  -2.6348857e+00  -1.7300416e+00
  -2.5928766e+00   1.6982808e+00
  -2.3282348e+00  -1.4882606e+00
  -2.3024125e+00   1.4489989e+00
  -1.9723996e+00  -1.4162820e+00
  -1.8683063e+00   1.4164381e+00
  -1.7539168e+00  -1.3678489e+00
  -1.7439020e+00   1.3965585e+00
  -1.7437799e+00  -1.2867528e+00
  -1.6042622e+00   1.2631701e+00
  -1.3545348e+00  -1.2254969e+00
  -1.3168100e+00   1.3134970e+00
  -1.0498076e+00  -1.1619972e+00
  -9.9498639e-01   1.1132569e+00
  -7.7169163e-01   1.1110159e+00
  -7.0229498e-01  -1.0624217e+00
  -4.1707778e-01  -1.0280266e+00
  -2.7603658e-01   9.8140529e-01
  -2.6884950e-02  -1.1179964e+00
  -7.2934109e-03   9.6727731e-01
   4.3816912e-03   1.0371433e+00
   1.3106575e-02  -9.9664526e-01
   2.2408524e-02  -9.7767647e-01
   7.1941328e-02   9.6588760e-01
   3.1841782e-01  -1.0205380e+00
   3.2591758e-01   9.8471575e-01
   6.8084153e-01   1.0680745e+00
   6.9882355e-01  -1.0651181e+00
   9.1366940e-01  -1.0694340e+00
   1.0004906e+00   1.0207620e+00
   1.2885767e+00  -1.1980826e+00
   1.3660939e+00   1.1353282e+00
   1.5283717e+00   1.3399267e+00
   1.7067817e+00  -1.3282393e+00
   1.7293336e+00   1.4257703e+00
   1.7352583e+00  -1.3474302e+00
   1.9540516e+00   1.3595802e+00
   2.0219125e+00  -1.4706599e+00
   2.2707690e+00  -1.4922712e+00
   2.3133907e+00   1.5260434e+00
   2.6634362e+00  -1.5653652e+00
   2.6826024e+00   1.6502453e+00
   2.7041824e+00  -1.6362651e+00
   2.7286349e+00   1.6531619e+00
   3.0246053e+00   1.8284332e+00
   3.1312314e+00  -1.9295472e+00
   3.3750439e+00  -1.9406667e+00
   3.4361496e+00   1.8915544e+00
   3.5809028e+00   2.0055975e+00
   3.5901784e+00   2.1228800e+00
   3.6046249e+00  -1.9340636e+00
   3.7095190e+00  -2.1080510e+00
   3.9862302e+00  -2.2225461e+00
   4.0198263e+00   2.1799398e+00
   4.2077968e+00  -2.3659730e+00
   4.2463195e+00   2.3228474e+00
   4.3163785e+00   2.3168660e+00
   4.4324343e+00  -2.3590931e+00
   4.5523483e+00   2.5343719e+00
   4.6268980e+00  -2.5774445e+00
   4.9562078e+00   2.6811490e+00
