  -4.7380907e+00  -4.7675349e-01
  -4.2832198e+00  -6.1042079e-01
  -3.9851126e+00  -5.8714548e-01
  -3.7206011e+00  -7.0592559e-01
  -3.4711237e+00  -6.1385613e-01
  -3.3360791e+00  -7.5668536e-01
  -2.9354570e+00  -7.1464303e-01
  -2.7015378e+00  -7.3665606e-01
  -2.5740832e+00   4.9905507e+00
  -2.3169852e+00  -7.5326811e-01
  -2.3152780e+00   4.7489580e+00
  -2.1531859e+00   4.6819556e+00
  -2.0650414e+00  -7.1979161e-01
  -2.0192320e+00   4.4111525e+00
  -2.0060598e+00   4.2705375e+00
  -1.7379623e+00   4.0654706e+00
  -1.6665808e+00  -7.0507086e-01
  -1.6489058e+00   4.0082583e+00
  -1.4955468e+00   3.7027444e+00
  -1.3619297e+00  -6.8997620e-01
  -1.2915645e+00   3.4860857e+00
  -1.1643628e+00   3.2503175e+00
  -1.0839941e+00  -6.8127031e-01
  -1.0400232e+00  -6.9461405e-01
  -9.5615578e-01   3.1171628e+00
  -8.7827922e-01   2.9651668e+00
  -6.9502895e-01  -4.4642755e-01
  -6.3935148e-01   2.6687196e+00
  -6.0874216e-01   2.6261702e+00
  -4.5033312e-01   2.3437966e+00
  -3.4850444e-01  -3.0671795e-01
  -3.3053974e-01   1.9755234e+00
  -3.2999814e-01   2.1486631e+00
  -2.9643762e-01  -3.6302992e-01
  -1.3105441e-01   1.2910382e+00
  -1.2431183e-01   1.6861370e+00
  -6.8062723e-02   2.1323503e-01
  -4.9821674e-02  -5.7480039e-02
  -2.1500126e-02  -4.2671090e-02
   5.2789480e-02   1.3967178e+00
   7.7484203e-02   9.2387219e-01
   1.0719289e-01   7.0519855e-01
